class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
1,164017.0,2445.0,13.0,27.0,3.0,1583.0,-0.19,-0.1,-0.49,-0.08,-0.04,0.91,339.69,58.56,39.0,7.99,-3.38,3.76,5,1639
1,164237.0,2087.0,25.0,9.0,1.0,1704.0,-0.17,0.0,-0.3,0.05,0.0,0.52,330.25,52.06,48.5,7.56,-4.51,3.68,5,1639
1,164455.0,41.0,18.0,20.0,11.0,1776.0,-0.08,-0.02,-0.05,0.05,0.01,0.16,325.62,48.25,50.69,7.24,-5.08,4.07,5,1639
1,164675.0,51.0,9.0,12.0,0.0,2695.0,-0.06,-0.06,0.0,0.01,0.01,-0.04,324.62,47.5,50.75,7.17,-5.19,4.19,5,1639
1,164892.0,19.0,10.0,0.0,0.0,2664.0,-0.02,-0.02,-0.03,0.01,0.0,-0.01,324.87,47.69,50.63,7.22,-5.12,4.15,5,1639
1,165111.0,5.0,3.0,0.0,0.0,2643.0,-0.03,-0.09,-0.06,0.0,-0.01,0.01,324.94,47.75,50.56,7.23,-5.17,4.12,5,1639
1,165334.0,12.0,5.0,0.0,25.0,2541.0,-0.03,-0.08,-0.02,0.0,0.0,-0.0,324.87,47.69,50.63,7.22,-5.18,4.15,5,1639
1,165556.0,1225.0,13.0,7.0,5.0,1751.0,-0.26,-0.17,-0.04,-0.06,-0.08,-0.22,325.31,48.06,50.5,7.04,-5.21,4.1,5,1639
1,165776.0,2595.0,23.0,21.0,2.0,1691.0,0.39,0.04,0.24,-0.04,-0.06,-0.1,327.19,50.5,50.69,7.96,-4.76,4.17,5,1639
1,165990.0,2611.0,5.0,17.0,1.0,2403.0,0.01,-0.08,-0.06,0.0,-0.0,0.0,328.31,51.81,50.94,7.73,-4.81,3.72,5,1639
1,166210.0,2675.0,0.0,19.0,0.0,2403.0,0.0,-0.05,-0.08,0.0,-0.0,-0.0,328.31,51.81,51.0,7.71,-4.76,3.72,5,1639
1,166427.0,2708.0,1.0,19.0,3.0,2450.0,0.0,-0.04,-0.06,0.01,-0.0,-0.0,328.31,51.81,51.0,7.72,-4.75,3.74,5,1639
1,166642.0,2711.0,5.0,21.0,3.0,2393.0,-0.01,-0.07,-0.01,0.0,0.0,-0.01,328.37,51.88,51.0,7.7,-4.78,3.79,5,1639
1,166861.0,2701.0,13.0,19.0,3.0,2409.0,0.17,-0.04,0.04,-0.0,0.0,0.0,328.37,51.88,51.06,7.4,-4.79,3.57,5,1639
1,167084.0,1285.0,14.0,25.0,0.0,2268.0,-0.12,-0.07,-0.3,0.04,0.25,0.21,326.94,50.0,50.94,7.48,-4.94,3.85,5,1639
1,167301.0,27.0,11.0,0.0,5.0,2407.0,0.1,0.04,-0.01,0.03,0.02,0.1,325.31,48.13,50.94,7.26,-5.11,4.11,5,1639
1,167521.0,35.0,12.0,10.0,0.0,2542.0,0.04,-0.05,-0.07,0.0,-0.01,-0.02,325.06,47.88,50.88,7.31,-5.15,4.07,5,1639
