class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
2,182094.0,29.0,17.0,0.0,0.0,1635.0,-0.91,0.04,0.35,-0.09,-0.01,-0.69,32.31,77.5,49.44,8.66,-1.56,1.73,11,3621
2,182313.0,27.0,9.0,0.0,1.0,2151.0,0.67,0.24,-0.7,-0.1,-0.16,-0.05,41.31,82.69,18.69,10.4,-0.15,0.47,11,3621
2,182537.0,24.0,2973.0,0.0,0.0,2505.0,0.58,0.85,0.06,-0.0,-0.08,1.37,34.88,80.06,66.06,10.21,-0.82,0.74,11,3621
2,182756.0,22.0,3658.0,0.0,0.0,2853.0,-0.86,1.08,0.31,0.16,0.07,1.81,12.44,59.06,80.87,7.54,-3.88,1.11,11,3621
2,182973.0,191.0,4095.0,0.0,1.0,2505.0,-1.59,0.09,0.07,-0.0,0.06,0.99,355.0,41.88,81.81,4.96,-7.12,1.11,11,3621
2,183192.0,51.0,3703.0,0.0,0.0,2800.0,-0.92,0.13,0.15,-0.05,0.02,-0.1,349.81,35.88,82.56,4.82,-7.73,1.17,11,3621
2,183407.0,25.0,3253.0,0.0,2.0,2840.0,0.11,0.29,0.34,0.05,-0.01,-0.13,350.31,37.13,82.06,6.03,-7.44,1.42,11,3621
2,183626.0,31.0,1593.0,0.0,0.0,2139.0,0.37,0.29,0.17,0.18,-0.03,-0.01,349.87,37.63,80.75,5.42,-7.4,1.34,11,3621
2,183843.0,25.0,1645.0,0.0,0.0,2735.0,-0.68,0.35,0.43,-0.0,-0.06,-0.31,350.25,39.38,79.75,5.53,-7.1,1.77,11,3621
2,184059.0,26.0,383.0,0.0,5.0,2524.0,-0.67,0.39,0.09,-0.04,-0.04,-0.96,358.06,46.81,79.25,6.72,-6.17,1.26,11,3621
2,184275.0,23.0,11.0,0.0,2.0,2381.0,-0.08,0.47,0.3,-0.1,-0.03,-1.43,12.81,61.25,76.25,8.16,-4.07,1.1,11,3621
