class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
1,80220.0,27.0,10.0,1.0,4.0,1941.0,-0.2,0.06,0.26,0.13,0.03,0.75,3.25,58.13,79.5,8.12,-5.03,1.2,12,4014
1,80437.0,44.0,18.0,0.0,2.0,1648.0,-0.49,0.01,0.2,0.08,0.05,0.66,354.06,49.69,79.62,6.99,-6.3,1.25,12,4014
1,80655.0,27.0,3.0,1.0,1.0,2171.0,-0.15,0.07,0.12,0.03,0.03,0.39,347.94,43.75,79.81,6.14,-6.95,1.4,12,4014
1,80877.0,29.0,8.0,1.0,2.0,2275.0,-0.29,-0.05,0.16,0.01,0.01,-0.05,345.87,41.69,79.87,6.5,-7.24,1.35,12,4014
1,81093.0,26.0,9.0,1.0,3.0,2315.0,-0.06,0.01,0.17,-0.0,-0.01,0.02,346.19,42.0,79.56,6.49,-7.14,1.49,12,4014
1,81317.0,36.0,18.0,1.0,8.0,1754.0,-0.1,-0.01,0.13,0.01,0.0,-0.01,346.12,41.94,79.44,6.44,-7.1,1.48,12,4014
1,81539.0,26.0,9.0,3.0,12.0,2276.0,0.0,0.11,0.19,0.01,-0.01,-0.0,345.87,41.88,79.12,6.54,-7.05,1.56,12,4014
1,81759.0,35.0,17.0,0.0,0.0,1692.0,-0.52,0.04,0.55,0.01,-0.07,-0.29,347.12,43.44,79.37,6.23,-6.94,1.85,12,4014
1,81983.0,25.0,8.0,1.0,3.0,2058.0,-0.16,0.1,0.07,-0.02,-0.02,-0.19,349.19,47.0,80.87,7.02,-6.48,1.12,12,4014
1,82199.0,26.0,9.0,1.0,5.0,2020.0,-0.55,-0.29,-0.01,-0.03,-0.03,-0.12,350.87,48.69,81.31,6.81,-6.69,0.95,12,4014
1,82417.0,291.0,18.0,1.0,3.0,1692.0,-0.01,0.01,0.13,0.0,-0.0,-0.01,351.62,49.56,81.5,7.46,-6.28,1.03,12,4014
1,82639.0,140.0,11.0,0.0,2.0,2058.0,-0.06,-0.08,0.12,0.0,0.0,-0.02,351.75,49.63,81.44,7.41,-6.36,1.06,12,4014
1,82857.0,181.0,8.0,1.0,1.0,2041.0,-0.08,0.02,0.13,0.01,0.0,-0.01,351.75,49.69,81.31,7.38,-6.24,1.08,12,4014
1,83074.0,253.0,7.0,1.0,3.0,2056.0,0.15,0.09,0.08,-0.0,-0.0,-0.03,351.81,49.75,81.31,7.64,-6.16,1.04,12,4014
1,83291.0,277.0,18.0,2.0,1.0,1509.0,-0.1,-0.03,0.01,-0.01,-0.02,-0.01,351.81,49.81,81.31,7.55,-6.24,1.07,12,4014
1,83510.0,35.0,17.0,2.0,2.0,1582.0,-0.79,-0.24,-0.06,0.04,0.05,0.23,350.44,48.38,80.94,6.86,-6.61,1.29,12,4014
