class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
2,995634.0,35.0,9.0,0.0,1.0,1783.0,-0.1,0.24,0.0,0.21,0.04,0.88,280.5,39.13,85.44,5.92,-7.51,0.58,13,4476
2,995853.0,31.0,13.0,1.0,0.0,1907.0,0.06,0.35,-0.31,0.16,0.09,0.8,269.87,29.0,83.75,4.82,-8.16,0.6,13,4476
2,996066.0,25.0,0.0,0.0,1.0,2547.0,0.13,0.08,-3.0,-0.21,0.08,-0.05,262.56,22.69,82.06,3.92,-8.87,-1.76,13,4476
2,996283.0,22.0,5.0,0.0,2432.0,2635.0,5.54,2.16,-2.77,-0.71,-0.06,-3.16,289.31,45.31,86.19,12.51,-4.7,-2.32,13,4476
2,996504.0,21.0,7.0,0.0,1211.0,2126.0,1.17,-0.13,-1.6,-0.2,0.1,-0.96,321.44,70.37,84.5,10.41,-3.4,-1.28,13,4476
2,996719.0,23.0,7.0,0.0,2387.0,2023.0,0.53,-0.01,-0.28,0.14,0.03,-0.3,325.25,74.94,75.31,10.0,-2.44,0.35,13,4476
2,996936.0,33.0,18.0,1.0,1997.0,1423.0,0.42,-0.07,-0.02,0.1,0.02,-0.09,325.25,76.44,69.69,9.19,-2.2,0.69,13,4476
2,997155.0,29.0,14.0,0.0,0.0,1337.0,0.87,0.03,-0.02,-0.07,-0.41,-0.03,325.62,78.06,77.12,10.46,-1.93,0.42,13,4476
2,997373.0,31.0,14.0,0.0,0.0,1293.0,1.59,0.27,-0.01,-0.07,-0.54,0.06,323.69,76.81,100.75,11.14,-1.91,-0.43,13,4476
2,997591.0,31.0,13.0,0.0,0.0,1369.0,-0.16,-0.12,-0.19,0.09,0.04,0.48,319.19,72.81,94.19,9.18,-3.05,-0.4,13,4476
2,997812.0,31.0,13.0,7.0,1.0,1509.0,0.1,-0.15,-0.12,0.09,-0.1,0.95,309.0,63.75,91.44,8.86,-4.57,-0.23,13,4476
