class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
5,274587.0,31.0,1111.0,0.0,0.0,1260.0,1.11,0.07,0.13,0.45,0.33,0.19,144.87,77.75,13.5,9.45,-0.41,1.97,3,1295
5,274806.0,31.0,102.0,1.0,1.0,1385.0,-0.07,-0.06,0.01,0.56,0.36,0.71,133.94,71.12,23.06,9.2,-1.3,2.93,3,1295
5,275020.0,27.0,7.0,0.0,1.0,2554.0,-1.13,-0.07,0.19,0.32,0.16,0.59,121.5,63.94,35.19,7.66,-2.59,3.73,3,1295
5,275240.0,35.0,13.0,1.0,0.0,1660.0,-0.13,0.54,0.37,-0.14,0.06,1.1,111.87,57.31,44.5,8.07,-3.26,4.15,3,1295
5,275459.0,31.0,827.0,0.0,1.0,1830.0,-0.27,0.18,0.17,-0.45,0.11,0.99,101.19,46.25,58.06,6.81,-5.56,3.75,3,1295
5,275675.0,31.0,587.0,0.0,1.0,1933.0,0.33,0.27,0.55,-0.42,0.15,0.75,95.12,37.81,65.31,6.29,-6.82,3.76,3,1295
5,275891.0,31.0,17.0,1.0,3.0,2031.0,-1.86,-0.38,0.21,-0.63,0.22,0.23,93.0,30.0,73.31,3.02,-8.54,2.61,3,1295
5,276113.0,42.0,3033.0,3.0,0.0,2515.0,-1.0,-0.3,-0.5,-0.48,0.11,-0.18,99.06,30.69,80.12,4.63,-8.49,1.14,3,1295
5,276328.0,31.0,2629.0,1.0,3.0,1839.0,-0.81,-0.05,-0.07,-0.04,-0.07,-1.15,108.81,39.31,81.37,5.4,-7.54,1.05,3,1295
5,276546.0,31.0,14.0,1.0,0.0,1660.0,-0.72,-0.03,0.23,-0.05,-0.01,-1.35,123.25,53.69,79.19,7.24,-5.63,1.31,3,1295
5,276764.0,31.0,16.0,2.0,0.0,1494.0,0.99,0.16,0.75,0.12,0.06,-0.95,138.19,67.75,69.62,10.15,-3.27,1.67,3,1295
5,276981.0,31.0,16.0,1.0,1.0,1355.0,0.71,0.13,0.42,0.29,-0.04,-0.79,146.06,76.31,51.63,10.26,-1.64,1.6,3,1295
5,277199.0,26.0,1497.0,0.0,0.0,2108.0,-0.68,-0.12,0.59,0.36,0.11,-0.19,147.19,78.81,27.25,8.93,-0.99,2.28,3,1295
