class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
4,846897.0,36.0,11.0,1.0,10.0,1413.0,-0.87,0.26,0.15,0.13,0.13,-0.89,85.25,64.31,84.31,6.75,-4.57,0.51,1,638
4,847116.0,31.0,14.0,0.0,5.0,1271.0,0.59,-0.38,0.77,0.04,-0.03,-0.78,95.44,75.31,77.44,10.08,-2.8,1.31,1,638
4,847330.0,27.0,19.0,6.0,0.0,1180.0,2.28,0.04,1.35,0.02,-0.34,-0.28,102.19,82.25,72.94,12.0,-1.21,1.72,1,638
4,847552.0,43.0,24.0,0.0,0.0,1291.0,0.19,0.0,0.1,0.01,0.02,0.7,96.0,76.19,80.37,9.7,-2.36,0.49,1,638
4,847770.0,36.0,11.0,0.0,0.0,1418.0,-0.28,0.15,0.28,0.01,0.07,0.79,87.12,67.31,83.5,8.75,-3.6,0.7,1,638
4,847988.0,23.0,7.0,213.0,0.0,1676.0,-3.42,0.48,0.94,-0.02,0.33,-1.55,86.12,65.69,78.87,5.56,-3.53,1.42,1,638
4,848209.0,27.0,4.0,11.0,79.0,1488.0,2.1,0.4,0.83,0.36,-0.03,0.36,104.31,81.69,47.19,11.8,-0.62,1.79,1,638
4,848423.0,27.0,5.0,0.0,3.0,1577.0,-0.39,0.16,-0.03,-0.02,0.02,2.0,85.69,65.25,82.25,8.43,-4.07,0.52,1,638
4,848644.0,23.0,5.0,0.0,0.0,1879.0,-0.46,0.32,0.24,-0.1,0.03,1.26,65.81,45.06,84.94,6.39,-6.66,0.84,1,638
4,848864.0,31.0,14.0,0.0,11.0,1780.0,-1.41,0.1,0.43,-0.11,-0.19,0.51,54.88,33.25,87.12,4.35,-8.09,0.87,1,638
4,849084.0,25.0,0.0,0.0,0.0,1883.0,-2.11,0.09,0.42,-0.05,-0.05,-0.81,57.0,35.13,88.44,3.59,-7.87,0.63,1,638
