class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
4,315530.0,33.0,11.0,0.0,3.0,1575.0,0.6,0.53,0.38,-0.2,0.0,1.36,79.69,55.81,75.19,8.64,-4.89,1.77,1,599
4,315747.0,30.0,1.0,0.0,0.0,1727.0,0.47,0.31,0.37,-0.23,0.05,0.91,67.69,42.06,80.75,5.61,-7.05,1.21,1,599
4,315965.0,31.0,10.0,0.0,0.0,1823.0,-0.74,0.26,0.02,-0.17,0.13,0.63,60.69,32.69,83.37,5.09,-8.11,1.0,1,599
4,316183.0,27.0,10.0,0.0,5.0,1886.0,-0.32,0.08,0.08,-0.02,-0.02,-0.03,57.56,28.44,84.37,4.35,-8.49,0.92,1,599
4,316398.0,35.0,31.0,1.0,0.0,1784.0,-0.04,0.28,0.15,0.07,-0.08,-0.63,61.31,33.56,84.56,4.43,-7.98,1.05,1,599
4,316615.0,25.0,0.0,1.0,2.0,1829.0,-0.35,0.27,0.25,0.11,-0.03,-0.94,69.87,43.25,82.87,6.74,-6.73,0.95,1,599
4,316834.0,26.0,3775.0,1.0,0.0,1799.0,3.81,0.15,-0.37,-0.18,-0.1,1.17,73.31,47.06,83.12,10.99,-6.47,0.42,1,599
4,317048.0,23.0,4095.0,0.0,0.0,2101.0,-3.5,1.08,0.56,0.0,0.17,1.53,48.0,19.62,84.75,-2.77,-8.84,0.97,1,599
4,317265.0,24.0,4.0,0.0,0.0,1849.0,-0.78,0.72,0.15,-0.01,-0.21,-2.36,59.63,32.13,84.44,5.6,-7.41,1.11,1,599
4,317487.0,29.0,2041.0,0.0,0.0,1563.0,0.4,0.48,0.1,-0.04,-0.02,-1.56,84.5,57.44,83.0,8.67,-4.75,0.74,1,599
4,317701.0,36.0,17.0,0.0,4.0,1323.0,2.71,0.27,0.08,0.16,0.15,-0.69,97.25,70.19,77.37,11.96,-2.9,0.83,1,599
4,317917.0,29.0,9.0,7.0,2.0,1543.0,1.22,0.13,0.21,0.08,-0.01,0.52,97.81,71.5,68.81,10.25,-2.81,1.53,1,599
