class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
5,153547.0,23.0,1.0,0.0,0.0,1734.0,-0.36,0.64,0.25,0.73,0.4,0.66,340.94,65.37,30.94,8.54,-1.45,3.75,14,5112
5,153769.0,19.0,1.0,0.0,5.0,1853.0,-0.07,0.73,0.09,0.04,0.05,1.08,327.75,57.5,40.75,8.19,-2.7,4.07,14,5112
5,153986.0,14.0,0.0,0.0,2.0,1997.0,-0.23,0.64,0.13,-0.15,0.1,0.97,316.19,48.38,52.25,7.04,-4.57,4.12,14,5112
5,154205.0,27.0,0.0,5.0,0.0,2131.0,0.26,0.64,0.31,-0.35,0.07,0.93,306.69,38.5,60.56,6.31,-6.11,4.06,14,5112
5,154425.0,28.0,10.0,0.0,0.0,2287.0,-0.57,0.64,0.14,-0.51,0.15,0.76,299.37,28.56,68.37,4.05,-7.4,3.28,14,5112
5,154642.0,21.0,5.0,0.0,0.0,2429.0,0.01,0.39,0.04,-0.59,0.16,0.41,295.81,21.31,75.19,3.35,-8.42,2.38,14,5112
5,154861.0,13.0,13.0,4.0,24.0,2548.0,-0.62,0.4,0.19,-0.56,0.17,0.1,295.56,17.06,81.62,2.25,-8.86,1.55,14,5112
5,155075.0,35.0,19.0,1.0,0.0,1974.0,-0.13,0.27,-0.01,-0.4,0.12,-0.51,300.87,18.62,86.44,2.25,-8.92,0.55,14,5112
5,155290.0,22.0,11.0,0.0,0.0,1821.0,0.9,0.39,0.08,-0.41,0.09,-1.18,315.31,30.06,90.19,5.82,-8.09,0.05,14,5112
5,155512.0,23.0,17.0,5.0,0.0,1677.0,-0.08,0.28,-0.24,-0.06,0.05,-0.86,330.19,42.44,92.87,6.53,-6.94,-0.61,14,5112
5,155730.0,19.0,13.0,3.0,0.0,1546.0,-0.06,0.29,0.02,0.09,0.02,-1.01,341.37,53.69,92.37,7.83,-5.5,-0.22,14,5112
5,155952.0,33.0,17.0,0.0,0.0,1415.0,0.49,0.32,-0.2,0.06,0.03,-0.72,352.31,64.87,91.69,9.38,-3.82,-0.33,14,5112
5,156173.0,21.0,13.0,4.0,1.0,1288.0,-0.43,0.08,-0.45,0.67,0.36,-0.5,356.12,72.0,84.0,8.89,-2.92,-0.13,14,5112
5,156395.0,37.0,22.0,2.0,0.0,1183.0,0.19,0.31,0.1,1.05,0.72,-0.34,353.62,74.0,43.31,10.33,-1.34,2.1,14,5112
5,156614.0,22.0,5.0,8.0,0.0,1268.0,0.81,0.57,0.04,0.59,0.34,0.74,342.94,66.81,33.06,9.83,-1.53,3.27,14,5112
