class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
3,260689.0,683.0,21.0,3.0,1.0,1838.0,0.63,0.24,0.05,0.03,-0.03,0.88,43.69,46.81,70.12,7.78,-6.05,2.33,5,1753
3,260905.0,29.0,9.0,0.0,2.0,1976.0,-1.38,-0.04,0.16,0.02,0.02,0.64,34.25,37.81,72.25,6.77,-7.13,2.61,5,1753
3,261120.0,26.0,10.0,0.0,3.0,2629.0,-1.2,-0.09,0.06,0.01,0.04,0.46,27.94,31.0,72.94,3.85,-8.12,2.52,5,1753
3,261341.0,391.0,6.0,0.0,1.0,2610.0,-0.25,0.1,0.52,-0.03,-0.03,-0.16,25.62,29.25,74.06,4.54,-8.11,2.86,5,1753
3,261568.0,1112.0,68.0,7.0,3.0,2428.0,-0.96,0.13,-0.32,-0.07,-0.04,-0.64,31.19,34.56,74.06,4.65,-7.59,1.87,5,1753
3,261784.0,1191.0,867.0,5.0,2.0,2351.0,0.06,0.09,-0.1,-0.01,-0.02,-0.45,37.75,41.0,73.31,5.66,-6.94,1.86,5,1753
3,262002.0,1235.0,1158.0,6.0,3.0,2364.0,0.05,-0.01,-0.06,-0.01,-0.01,-0.36,42.94,45.94,72.31,7.1,-6.51,2.0,5,1753
3,262219.0,1119.0,1292.0,4.0,0.0,2339.0,0.17,0.05,-0.03,0.02,-0.01,-0.27,46.5,49.38,71.0,7.63,-5.95,2.04,5,1753
3,262435.0,1151.0,1448.0,7.0,0.0,2286.0,-0.24,-0.12,-0.12,-0.0,0.0,-0.23,49.63,52.31,69.81,7.52,-5.65,1.98,5,1753
3,262654.0,1193.0,1635.0,4.0,1.0,2263.0,0.0,-0.1,-0.08,0.01,0.0,-0.21,52.5,55.0,68.5,8.04,-5.33,1.96,5,1753
