class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
6,1006783.0,22.0,5.0,0.0,4007.0,2620.0,-7.58,3.78,3.28,-0.47,0.59,-4.91,73.25,32.94,78.0,-7.51,-4.56,6.52,13,4688
6,1007003.0,33.0,29.0,1.0,0.0,1380.0,-1.67,-0.61,-2.28,0.2,0.45,0.13,125.31,82.25,77.87,9.53,-2.11,-0.17,13,4688
6,1007220.0,39.0,13.0,2.0,5.0,1727.0,-0.17,-0.15,0.23,0.09,0.12,0.06,121.81,78.19,48.69,9.42,-1.66,1.55,13,4688
6,1007434.0,35.0,7.0,0.0,6.0,1751.0,0.32,-0.15,-0.76,0.13,0.07,0.07,121.37,77.62,43.25,9.94,-1.7,1.25,13,4688
6,1007652.0,29.0,9.0,1.0,0.0,1429.0,3.39,0.44,-0.7,0.04,-0.32,2.47,109.25,68.87,68.75,12.54,-2.84,0.57,13,4688
6,1007873.0,33.0,2891.0,1.0,0.0,1910.0,-0.26,3.54,4.21,0.63,0.57,4.26,57.31,20.87,82.5,3.23,-5.53,5.41,13,4688
6,1008089.0,26.0,579.0,0.0,2.0,2475.0,0.85,0.59,-0.28,0.15,-0.3,-0.8,47.06,8.31,77.37,2.35,-8.85,1.83,13,4688
6,1008309.0,25.0,664.0,1.0,0.0,2455.0,-0.33,-0.01,0.2,-0.07,0.03,-0.19,50.75,13.38,76.5,1.95,-9.29,2.42,13,4688
6,1008530.0,24.0,735.0,0.0,2.0,2407.0,-1.18,0.01,0.0,0.05,-0.04,-0.17,52.88,15.13,76.75,1.39,-9.19,2.17,13,4688
6,1008747.0,26.0,1327.0,1.0,0.0,2422.0,-0.69,-0.13,0.19,-0.06,-0.0,-0.27,55.25,18.12,76.94,2.38,-9.2,2.28,13,4688
6,1008970.0,28.0,1371.0,0.0,1.0,1861.0,-0.54,0.09,-0.11,-0.06,-0.03,-0.69,62.44,25.37,77.56,3.72,-8.52,1.78,13,4688
6,1009187.0,27.0,11.0,3.0,0.0,2381.0,-0.54,-0.01,0.04,0.04,0.09,-0.35,68.37,30.37,75.56,4.69,-8.04,2.24,13,4688
