class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
5,727251.0,39.0,0.0,0.0,3.0,1240.0,0.13,0.02,-0.87,0.92,0.11,-0.49,121.5,75.0,53.56,9.6,-2.01,0.62,13,4661
5,727467.0,25.0,5.0,0.0,4.0,1832.0,0.56,0.52,0.18,0.98,0.54,0.45,111.0,67.56,28.5,9.61,-1.26,3.53,13,4661
5,727687.0,29.0,9.0,1.0,0.0,1890.0,0.2,0.46,0.34,0.47,0.21,1.11,96.87,59.44,31.25,8.61,-2.19,4.63,13,4661
5,727905.0,29.0,5.0,1.0,0.0,1645.0,-0.85,0.45,0.15,0.05,0.14,1.28,81.31,49.81,43.25,7.25,-4.06,4.94,13,4661
5,728122.0,31.0,29.0,0.0,0.0,1799.0,0.21,0.12,-0.1,-0.44,0.17,0.87,71.0,39.88,53.19,5.94,-5.97,4.37,13,4661
5,728344.0,25.0,3.0,0.0,5.0,2375.0,0.54,0.27,-0.08,-0.76,0.24,0.61,66.31,30.94,62.31,5.58,-7.17,3.81,13,4661
5,728560.0,27.0,9.0,0.0,0.0,2553.0,-0.35,0.2,-0.26,-1.1,0.43,0.5,65.87,23.19,73.0,3.51,-8.41,2.36,13,4661
5,728781.0,25.0,10.0,0.0,4.0,2414.0,0.33,0.26,-0.53,-0.97,0.2,-0.49,74.06,24.19,85.37,4.35,-8.65,0.18,13,4661
5,729001.0,37.0,61.0,3.0,0.0,1788.0,-0.1,0.22,-0.31,-0.31,-0.02,-1.24,88.25,33.94,92.56,5.37,-7.89,-0.68,13,4661
5,729216.0,31.0,17.0,0.0,0.0,1622.0,0.57,0.27,-0.48,0.13,0.07,-1.13,104.12,49.31,91.87,7.31,-6.12,-0.77,13,4661
5,729435.0,30.0,9.0,0.0,5.0,1499.0,-0.79,0.17,-0.23,0.48,0.15,-0.65,111.69,59.63,85.75,7.37,-4.83,0.0,13,4661
5,729655.0,27.0,0.0,1.0,3.0,1355.0,-0.32,-0.15,-0.46,0.67,0.22,-0.77,115.62,68.0,68.37,8.76,-3.56,0.88,13,4661
