class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
5,560628.0,31.0,17.0,0.0,0.0,1417.0,1.14,0.06,-0.53,0.47,0.15,-0.97,120.5,73.0,75.25,10.55,-2.6,0.21,13,4639
5,560846.0,31.0,5.0,3.0,0.0,1261.0,0.28,-0.2,-0.34,0.52,0.03,-0.69,124.37,79.75,41.0,10.01,-1.2,1.1,13,4639
5,561067.0,31.0,16.0,0.0,1.0,1379.0,1.31,0.39,0.02,0.83,0.47,0.42,117.56,74.87,20.62,10.76,-0.52,2.46,13,4639
5,561286.0,25.0,29.0,2.0,2.0,1828.0,0.7,0.37,0.15,0.63,0.28,0.84,103.56,67.75,27.06,9.75,-1.36,3.48,13,4639
5,561505.0,36.0,16.0,2.0,6.0,1633.0,-1.13,0.26,-0.05,0.11,0.12,1.32,87.94,58.81,41.88,7.25,-3.12,3.72,13,4639
5,561723.0,31.0,16.0,0.0,1.0,1803.0,0.26,0.29,0.13,-0.17,0.13,1.09,74.56,47.69,53.63,7.52,-5.01,4.04,13,4639
5,561942.0,31.0,14.0,0.0,2.0,1927.0,-0.53,0.41,0.29,-0.82,0.26,0.65,67.5,37.56,63.38,5.44,-6.53,3.77,13,4639
5,562157.0,56.0,17.0,0.0,0.0,2045.0,1.1,-0.02,-0.51,-0.97,0.43,0.46,68.87,30.5,73.44,4.13,-8.45,1.42,13,4639
5,562376.0,31.0,525.0,1.0,0.0,1947.0,1.14,0.19,-0.25,-0.69,0.13,-0.22,74.37,29.94,82.56,6.05,-8.22,0.78,13,4639
5,562598.0,25.0,1288.0,0.0,3.0,2261.0,-0.14,0.02,0.11,-0.57,-0.04,-1.0,85.25,36.38,89.25,6.13,-7.85,-0.07,13,4639
5,562818.0,25.0,1045.0,0.0,0.0,2075.0,-0.04,0.17,-0.25,-0.19,0.01,-1.09,101.44,49.31,94.94,7.46,-6.11,-0.81,13,4639
5,563038.0,26.0,7.0,0.0,0.0,1902.0,1.05,0.36,-0.16,0.2,0.26,-1.14,116.19,63.56,94.12,9.88,-3.88,-0.45,13,4639
5,563259.0,37.0,25.0,3.0,2.0,1335.0,-0.37,0.03,-0.21,0.54,0.24,-0.83,123.87,74.87,79.31,9.71,-2.36,0.19,13,4639
