class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
6,206762.0,26.0,8.0,0.0,2.0,2357.0,-3.59,0.64,0.54,-0.79,0.14,-2.06,290.31,16.94,67.69,-0.73,-8.03,4.1,9,3225
6,206977.0,21.0,5.0,316.0,547.0,2072.0,0.53,-0.84,-0.79,-0.17,0.3,-4.09,337.75,57.0,58.56,8.92,-5.07,2.0,9,3225
6,207193.0,27.0,9.0,216.0,3.0,1820.0,0.94,0.07,0.5,0.08,0.09,-0.05,359.94,70.06,23.81,10.09,-1.27,3.42,9,3225
6,207411.0,1914.0,16.0,13.0,0.0,1439.0,0.09,-0.04,-0.37,-0.15,-0.5,0.79,354.56,68.75,39.31,9.23,-2.29,2.37,9,3225
6,207624.0,3239.0,3516.0,23.0,2.0,2181.0,-1.53,2.83,-3.28,0.44,-0.16,3.68,329.06,52.13,70.19,6.21,-2.82,-1.25,9,3225
6,207842.0,29.0,3269.0,0.0,1.0,2485.0,-0.21,1.71,2.06,0.81,0.04,1.58,282.0,9.5,68.5,1.4,-7.29,5.6,9,3225
6,208063.0,25.0,7.0,0.0,1.0,2436.0,-0.27,0.14,0.25,-0.22,0.05,-0.89,284.94,12.31,68.94,1.82,-8.79,3.69,9,3225
6,208280.0,649.0,19.0,3.0,1.0,2312.0,0.45,0.49,0.1,-0.31,-0.01,-1.34,300.31,26.31,70.69,4.8,-7.8,3.0,9,3225
6,208499.0,883.0,17.0,5.0,1.0,1811.0,1.01,0.04,0.05,-0.11,-0.01,-0.66,313.44,37.88,70.31,7.07,-7.21,2.64,9,3225
6,208719.0,39.0,0.0,478.0,2.0,2259.0,0.4,-0.06,-0.2,0.07,0.15,-0.79,321.75,43.5,68.0,7.2,-6.6,2.46,9,3225
