class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,584743.0,645.0,10.0,1765.0,11.0,1669.0,-0.08,0.54,-0.06,0.12,0.16,-1.22,14.13,53.75,64.06,7.63,-4.83,2.71,8,2647
0,584959.0,269.0,12.0,1587.0,11.0,1531.0,0.22,0.54,-0.02,0.08,0.13,-0.88,26.06,63.13,50.38,8.97,-2.86,2.79,8,2647
0,585181.0,31.0,13.0,1637.0,9.0,1397.0,2.03,1.45,0.05,0.07,0.03,-0.7,34.5,68.44,33.38,11.17,-0.46,3.06,8,2647
0,585400.0,1739.0,7.0,137.0,9.0,1855.0,1.42,0.76,0.01,-0.03,-0.08,0.36,34.63,67.81,31.94,10.5,-1.19,3.15,8,2647
0,585614.0,2699.0,17.0,25.0,0.0,1693.0,-1.33,0.66,0.05,-0.06,-0.24,2.4,13.69,53.13,61.88,6.39,-4.7,2.8,8,2647
0,585832.0,3603.0,17.0,35.0,0.0,1897.0,-0.45,0.72,0.06,-0.13,-0.17,1.64,349.69,32.44,73.5,4.68,-7.29,2.39,8,2647
0,586054.0,2445.0,2003.0,13.0,1.0,2622.0,0.13,0.63,0.07,-0.04,-0.09,1.15,331.87,16.37,77.0,2.8,-8.59,2.27,8,2647
0,586271.0,1914.0,2980.0,11.0,0.0,2201.0,-1.95,0.09,1.03,-0.02,-0.06,0.58,319.56,5.75,77.31,0.51,-9.34,2.6,8,2647
0,586489.0,1560.0,2315.0,7.0,0.0,2645.0,-0.44,0.66,0.23,-0.02,0.05,-0.3,318.06,4.25,77.5,0.28,-8.88,2.34,8,2647
0,586703.0,1941.0,9.0,13.0,0.0,2425.0,-0.17,0.42,-0.03,-0.08,0.09,-1.06,327.87,11.94,78.44,1.85,-8.97,1.88,8,2647
0,586919.0,3052.0,8.0,25.0,0.0,2291.0,0.16,0.35,0.16,0.0,0.06,-1.09,341.56,24.5,77.56,4.23,-8.35,2.07,8,2647
0,587139.0,4095.0,9.0,39.0,2.0,2063.0,0.73,0.55,0.01,0.06,0.1,-1.17,356.37,38.13,74.25,6.78,-6.86,2.1,8,2647
