class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
1,1083332.0,35.0,23.0,0.0,0.0,2855.0,-0.02,0.21,0.05,-0.03,-0.06,1.07,78.44,52.31,83.56,7.67,-5.82,0.71,14,5179
1,1083551.0,25.0,9.0,0.0,1.0,3167.0,0.25,0.22,-0.08,0.04,-0.03,0.99,65.37,39.38,85.25,6.4,-7.38,0.54,14,5179
1,1083768.0,20.0,16.0,7.0,6.0,3358.0,-0.82,0.18,0.15,0.09,0.02,0.69,53.81,28.12,84.44,3.8,-8.41,0.98,14,5179
1,1083985.0,27.0,3.0,8.0,0.0,3531.0,0.05,0.09,-0.12,-0.09,0.02,-0.05,50.63,24.62,84.44,4.14,-8.77,0.72,14,5179
1,1084207.0,21.0,1.0,0.0,0.0,1961.0,-0.5,0.11,-0.13,-0.01,-0.35,-0.27,51.69,26.69,85.25,3.89,-8.61,0.58,14,5179
1,1084421.0,33.0,3.0,0.0,0.0,3307.0,-0.17,0.09,-0.09,0.01,-0.0,0.05,51.81,27.44,85.19,4.87,-8.62,0.86,14,5179
1,1084638.0,33.0,11.0,0.0,0.0,3190.0,0.41,-0.01,-0.02,0.02,-0.01,-0.03,51.56,27.25,85.12,4.9,-8.69,0.71,14,5179
1,1084862.0,23.0,6.0,3.0,1.0,3208.0,0.1,0.07,0.0,0.0,0.0,-0.02,51.69,27.44,85.06,4.62,-8.59,0.73,14,5179
1,1085085.0,33.0,1.0,0.0,0.0,3303.0,0.13,0.04,0.01,0.02,-0.01,0.01,51.88,27.62,85.0,4.68,-8.61,0.77,14,5179
1,1085301.0,19.0,20.0,0.0,2.0,3205.0,0.06,0.02,-0.01,-0.0,0.0,0.01,51.75,27.5,84.94,4.62,-8.63,0.73,14,5179
1,1085520.0,24.0,0.0,0.0,6.0,3284.0,0.01,0.02,0.03,0.0,0.0,0.02,51.75,27.5,84.94,4.62,-8.65,0.73,14,5179
1,1085739.0,23.0,23.0,0.0,2.0,3334.0,0.09,0.06,0.0,0.0,-0.0,0.02,51.75,27.5,84.94,4.63,-8.6,0.75,14,5179
1,1085957.0,36.0,249.0,5.0,1.0,3213.0,0.08,-0.02,-0.01,0.02,0.0,0.02,51.5,27.31,84.94,4.58,-8.7,0.74,14,5179
1,1086177.0,42.0,371.0,1.0,0.0,1917.0,0.1,0.01,-0.01,-0.0,0.0,0.01,51.38,27.19,84.94,4.58,-8.67,0.74,14,5179
