class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
6,178285.0,31.0,6.0,1.0,0.0,2170.0,1.26,0.39,0.37,0.11,-0.03,0.83,331.56,44.69,81.94,8.11,-6.55,1.34,12,4328
6,178503.0,23.0,7.0,0.0,0.0,2327.0,0.07,0.2,0.0,0.32,0.26,0.83,319.69,33.19,79.81,5.62,-8.24,1.3,12,4328
6,178722.0,30.0,1.0,1.0,0.0,2521.0,0.21,-0.06,-0.14,0.2,0.15,0.7,309.87,23.06,78.06,4.06,-8.89,1.71,12,4328
6,178935.0,30.0,60.0,0.0,4.0,2079.0,-1.58,-0.03,0.48,0.21,0.01,0.66,300.69,14.19,76.62,0.76,-9.29,2.69,12,4328
6,179155.0,31.0,17.0,1.0,636.0,2015.0,-3.53,1.99,1.2,-0.26,0.19,-2.08,308.31,20.37,76.56,-1.87,-6.81,4.2,12,4328
6,179373.0,22.0,6.0,329.0,1369.0,2392.0,0.98,0.3,-0.57,-0.11,-0.18,-3.31,353.37,60.0,65.5,9.48,-4.15,1.45,12,4328
6,179590.0,27.0,11.0,0.0,855.0,1805.0,-0.14,0.07,-0.19,0.08,-0.04,0.22,10.0,74.81,45.13,9.31,-1.76,1.61,12,4328
6,179806.0,23.0,11.0,0.0,0.0,1829.0,0.19,-0.21,0.28,0.03,-0.09,0.17,7.56,73.75,47.38,9.6,-2.24,2.13,12,4328
6,180026.0,27.0,5.0,0.0,6.0,1823.0,1.91,-0.01,-0.47,-0.07,-0.51,1.62,0.13,68.87,71.75,11.06,-3.36,0.62,12,4328
6,180241.0,2341.0,3186.0,13.0,1.0,2246.0,-0.78,3.76,0.7,0.68,-0.07,3.33,323.12,38.44,79.94,5.06,-3.97,2.09,12,4328
6,180457.0,298.0,2301.0,1.0,0.0,2326.0,-2.28,0.47,0.91,-0.24,0.07,0.29,297.37,13.06,74.94,0.37,-8.72,3.2,12,4328
6,180679.0,1399.0,519.0,7.0,3.0,2299.0,0.74,-0.37,-0.27,-0.27,-0.03,-0.46,304.37,18.0,78.44,3.66,-9.45,1.48,12,4328
6,180897.0,1576.0,487.0,7.0,1.0,2444.0,-0.14,0.06,0.17,-0.07,0.01,-0.05,306.19,19.69,79.31,3.14,-9.01,1.89,12,4328
6,181114.0,1563.0,26.0,7.0,1.0,2463.0,-0.1,0.03,0.11,-0.0,-0.01,-0.07,306.81,20.12,79.62,3.27,-9.02,1.76,12,4328
6,181329.0,1583.0,319.0,9.0,0.0,2444.0,-0.23,0.03,0.07,-0.02,-0.01,-0.1,308.0,21.31,80.0,3.33,-8.96,1.65,12,4328
6,181547.0,1589.0,534.0,10.0,0.0,2389.0,0.05,0.05,0.05,-0.03,-0.04,-0.3,310.44,23.81,80.31,4.02,-8.79,1.55,12,4328
