class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
6,388431.0,26.0,4.0,0.0,0.0,1300.0,-0.18,-0.1,-0.04,0.15,0.05,0.93,358.31,71.19,63.56,9.1,-2.93,1.35,12,4356
6,388652.0,30.0,9.0,0.0,0.0,1448.0,0.03,0.32,0.26,0.12,0.11,1.15,345.31,60.13,70.25,8.54,-4.26,1.9,12,4356
6,388866.0,30.0,11.0,0.0,2.0,1555.0,-1.24,0.28,-0.08,0.03,0.08,1.06,332.25,47.63,74.19,5.94,-6.13,1.72,12,4356
6,389086.0,37.0,38.0,2.0,0.0,1719.0,0.4,0.4,0.17,0.1,0.02,0.76,321.25,36.88,74.94,5.59,-7.5,2.2,12,4356
6,389304.0,33.0,20.0,0.0,0.0,1839.0,-0.41,0.17,0.22,0.13,0.07,0.6,312.81,28.62,74.0,4.29,-8.09,2.59,12,4356
6,389521.0,26.0,5.0,0.0,3.0,2401.0,0.19,0.18,-0.18,-0.01,0.05,0.71,306.81,22.25,73.37,3.85,-8.54,2.41,12,4356
6,389738.0,27.0,12.0,0.0,1.0,2566.0,0.15,0.27,0.83,0.09,0.07,0.42,298.75,14.06,73.12,1.35,-8.88,3.35,12,4356
6,389956.0,33.0,17.0,1.0,0.0,2027.0,-3.51,1.43,1.3,-0.52,0.11,-1.67,305.5,18.19,75.69,-0.44,-7.58,3.6,12,4356
6,390172.0,21.0,3.0,2207.0,2265.0,2387.0,-4.1,1.9,1.12,-0.28,-0.19,-3.82,343.37,52.38,71.12,3.87,-3.47,3.02,12,4356
6,390390.0,25.0,7.0,1530.0,1059.0,1788.0,0.01,0.06,-0.04,0.17,-0.01,0.22,10.88,76.56,43.19,9.54,-1.5,1.61,12,4356
6,390607.0,25.0,7.0,1191.0,637.0,1807.0,0.03,-0.16,0.03,-0.05,-0.06,0.02,9.75,75.56,39.31,9.53,-1.71,1.92,12,4356
6,390824.0,25.0,10.0,759.0,27.0,1817.0,-0.03,-0.22,-0.03,-0.01,0.02,-0.0,9.44,75.25,39.38,9.45,-1.8,1.88,12,4356
6,391046.0,25.0,8.0,0.0,16.0,1849.0,0.37,-0.33,-0.12,0.08,-0.12,0.3,7.87,75.12,46.44,9.85,-2.15,1.6,12,4356
6,391263.0,37.0,19.0,1.0,1.0,1236.0,-0.77,-0.15,-0.39,0.03,-0.56,0.13,3.69,74.12,55.75,8.66,-2.37,1.06,12,4356
6,391483.0,38.0,1767.0,2.0,1.0,1804.0,2.27,-0.73,0.24,-0.04,-0.23,0.96,1.44,74.37,71.37,11.69,-3.32,1.06,12,4356
6,391700.0,997.0,3994.0,6.0,0.0,1767.0,-0.57,2.02,0.45,0.43,0.03,3.77,325.31,41.75,79.5,5.96,-5.16,1.78,12,4356
6,391914.0,719.0,11.0,3.0,0.0,2392.0,-2.05,1.3,1.04,-0.3,-0.01,0.09,299.94,15.63,73.81,0.58,-7.77,3.65,12,4356
6,392135.0,1289.0,155.0,5.0,0.0,2279.0,0.86,-0.1,-0.21,-0.21,-0.03,-0.4,307.37,21.31,78.31,4.46,-9.03,1.61,12,4356
6,392354.0,1641.0,311.0,6.0,1.0,2323.0,-0.23,0.0,0.1,0.04,-0.01,0.02,308.87,22.69,79.06,3.56,-8.86,1.85,12,4356
6,392570.0,1077.0,17.0,3.0,1.0,2299.0,0.23,0.04,0.12,0.01,-0.02,-0.05,308.87,23.12,78.37,3.92,-8.81,1.95,12,4356
6,392789.0,27.0,17.0,0.0,0.0,1892.0,0.52,-0.12,0.04,0.04,0.06,0.11,308.69,23.0,77.94,3.63,-9.12,2.3,12,4356
6,393009.0,25.0,9.0,0.0,1.0,2488.0,0.26,0.24,0.14,-0.02,0.06,-0.16,309.81,22.69,77.31,4.05,-8.57,2.12,12,4356
6,393223.0,25.0,6.0,2.0,4.0,2523.0,-0.17,0.03,0.13,-0.05,0.04,-0.19,312.44,24.5,77.25,3.88,-8.63,2.07,12,4356
6,393441.0,25.0,9.0,0.0,9.0,2707.0,-0.88,-0.2,0.26,-0.02,0.03,-0.33,316.06,27.31,77.06,3.61,-8.69,2.2,12,4356
