class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
2,444616.0,27.0,9.0,0.0,0.0,2075.0,0.55,0.15,0.22,-0.06,-0.04,-0.81,339.69,48.75,93.44,7.93,-6.29,-0.16,6,1998
2,444830.0,31.0,17.0,1.0,0.0,1449.0,0.82,0.24,0.19,-0.04,-0.04,-0.79,347.87,56.81,94.94,9.06,-5.03,-0.28,6,1998
2,445046.0,28.0,38.0,0.0,1.0,1293.0,0.97,0.12,0.31,-0.12,-0.03,-0.73,357.87,66.12,98.5,8.36,-3.72,-0.61,6,1998
2,445262.0,21.0,3.0,0.0,1.0,1853.0,-1.41,0.14,0.49,0.17,0.43,-0.2,7.5,74.25,96.87,8.02,-2.49,0.17,6,1998
2,445478.0,27.0,8.0,0.0,2.0,1836.0,1.2,0.17,0.33,-0.08,-0.22,0.29,8.31,75.37,93.69,12.44,-2.56,-0.91,6,1998
2,445694.0,52.0,3882.0,0.0,0.0,1660.0,-2.52,5.25,-0.29,0.63,-0.05,5.04,322.75,33.69,91.12,2.91,-2.89,-0.45,6,1998
2,445913.0,27.0,307.0,0.0,1.0,2629.0,-1.69,0.25,0.07,-0.14,0.02,-0.41,299.69,9.44,87.06,-0.08,-9.4,0.56,6,1998
2,446129.0,28.0,17.0,0.0,0.0,1898.0,0.35,0.23,0.85,-0.0,-0.05,-0.72,309.06,19.31,87.94,3.96,-9.1,0.67,6,1998
2,446345.0,29.0,7.0,0.0,1.0,2596.0,0.56,0.12,0.19,-0.0,0.04,0.17,312.62,21.62,87.75,2.5,-8.85,0.43,6,1998
2,446566.0,26.0,9.0,0.0,2.0,2675.0,-0.25,0.14,0.17,0.02,0.0,-0.03,311.5,20.37,87.37,3.16,-9.03,0.58,6,1998
