class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,448960.0,26.0,2952.0,0.0,9.0,2771.0,-0.14,0.29,0.01,0.0,-0.01,0.0,0.81,40.06,82.75,6.15,-7.12,0.94,7,2280
0,449181.0,31.0,1581.0,0.0,0.0,1797.0,-1.7,-0.01,-0.05,0.01,0.04,0.04,0.94,40.13,82.75,5.62,-7.53,1.12,7,2280
0,449403.0,26.0,1.0,0.0,0.0,2899.0,0.17,0.18,-0.02,-0.01,0.06,-0.73,6.56,44.31,80.69,6.99,-6.79,1.19,7,2280
0,449619.0,25.0,9.0,0.0,0.0,2855.0,-0.1,-0.02,-0.08,0.01,0.01,-0.02,10.44,47.63,79.94,7.18,-6.52,1.09,7,2280
0,449838.0,31.0,18.0,0.0,0.0,1766.0,-0.35,0.06,0.07,-0.01,-0.03,-0.01,10.69,48.0,79.87,6.93,-6.38,1.22,7,2280
0,450057.0,25.0,9.0,0.0,1.0,2372.0,-0.18,0.12,-0.01,-0.03,-0.11,-0.32,11.94,50.5,82.0,7.38,-6.05,0.85,7,2280
0,450273.0,26.0,169.0,1.0,0.0,2229.0,-0.08,0.29,0.06,-0.09,-0.07,-1.21,21.44,59.81,81.81,8.45,-4.47,0.74,7,2280
0,450491.0,30.0,635.0,1.0,0.0,1429.0,1.03,0.01,-0.17,-0.07,-0.17,-0.59,33.69,71.25,80.5,10.2,-3.13,0.33,7,2280
0,450714.0,43.0,2280.0,0.0,1.0,2159.0,-0.21,0.05,-0.21,-0.03,-0.07,0.18,35.0,72.56,82.94,9.53,-2.81,0.36,7,2280
0,450931.0,31.0,2991.0,4.0,5.0,1370.0,-0.15,0.04,-0.09,0.01,-0.01,0.14,33.19,70.81,84.44,8.77,-3.23,0.09,7,2280
0,451151.0,16.0,787.0,2.0,1.0,1470.0,0.18,-0.08,0.0,0.04,0.04,0.5,28.62,66.5,84.19,9.17,-3.97,0.39,7,2280
0,451371.0,43.0,937.0,0.0,0.0,1605.0,0.45,0.06,-0.03,0.04,0.04,0.94,20.25,58.25,84.75,8.79,-5.07,0.43,7,2280
0,451592.0,40.0,2296.0,0.0,1.0,1764.0,-0.12,0.02,0.18,0.07,0.06,1.08,6.37,44.56,85.12,6.7,-6.79,0.65,7,2280
0,451811.0,29.0,1619.0,1.0,5.0,1892.0,-0.49,0.35,0.04,0.04,0.04,0.54,356.25,34.44,84.5,5.05,-7.69,0.8,7,2280
0,452032.0,43.0,13.0,1.0,7.0,1957.0,-0.58,0.04,0.15,-0.02,0.05,-0.05,353.62,31.44,84.06,4.15,-8.19,1.06,7,2280
0,452254.0,26.0,0.0,0.0,1.0,3243.0,-0.63,0.38,0.02,-0.09,-0.06,-0.76,358.25,36.06,84.75,5.14,-7.5,0.74,7,2280
0,452471.0,30.0,19.0,0.0,0.0,1739.0,0.12,0.15,0.02,-0.04,0.0,-0.77,9.69,47.19,85.19,7.32,-6.48,0.57,7,2280
0,452689.0,31.0,13.0,1.0,0.0,1624.0,0.21,0.25,0.06,-0.06,-0.0,-0.92,19.56,56.81,84.75,8.47,-5.01,0.55,7,2280
0,452911.0,29.0,183.0,0.0,0.0,1481.0,0.09,0.26,0.08,-0.03,0.01,-0.74,30.56,67.25,83.44,9.14,-3.49,0.51,7,2280
0,453129.0,44.0,1542.0,1.0,1.0,1369.0,1.06,0.27,-0.01,-0.04,-0.05,-0.55,39.31,75.56,82.31,10.57,-2.09,0.3,7,2280
0,453346.0,31.0,1781.0,1.0,1.0,1301.0,0.12,0.08,0.05,0.01,-0.0,-0.03,42.88,79.0,82.94,9.8,-1.69,0.32,7,2280
0,453565.0,31.0,13.0,1.0,0.0,1413.0,1.4,0.17,-0.03,0.01,-0.03,0.65,38.81,74.75,81.69,10.86,-2.37,0.34,7,2280
0,453784.0,37.0,1117.0,1.0,3.0,1583.0,0.37,0.11,-0.02,0.09,-0.09,1.31,24.31,61.06,85.69,8.58,-4.67,0.37,7,2280
