class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,167764.0,26.0,1639.0,1.0,1.0,2235.0,-0.65,0.16,-0.22,-0.03,-0.01,-0.35,359.31,62.38,76.62,8.04,-4.25,0.82,7,2382
0,167980.0,31.0,13.0,0.0,0.0,1579.0,0.51,0.03,0.2,0.06,0.05,0.05,0.88,64.0,75.31,9.32,-4.12,1.29,7,2382
0,168204.0,25.0,8.0,0.0,1.0,2267.0,-0.17,0.71,0.14,-0.16,-0.07,0.5,356.0,58.94,74.94,8.22,-4.16,1.45,7,2382
0,168423.0,31.0,23.0,1.0,0.0,1843.0,0.11,0.47,0.28,-0.17,0.04,1.2,345.62,47.69,78.75,7.37,-6.0,1.57,7,2382
0,168639.0,34.0,13.0,1.0,1.0,1961.0,-2.36,-0.04,0.41,0.02,0.02,0.63,335.12,36.0,81.5,3.36,-7.92,1.58,7,2382
0,168859.0,26.0,5.0,0.0,1.0,2357.0,-0.73,0.18,0.48,-0.05,-0.13,-1.35,338.56,40.06,82.06,5.58,-7.24,1.51,7,2382
0,169078.0,36.0,19.0,7.0,0.0,1672.0,0.88,0.56,0.79,0.16,0.11,-1.33,356.44,57.5,77.12,9.22,-4.45,1.97,7,2382
0,169298.0,31.0,10.0,0.0,0.0,1542.0,-1.52,0.11,0.35,0.03,0.01,-0.8,8.38,69.31,69.87,10.43,-2.83,0.92,7,2382
0,169515.0,26.0,6.0,0.0,1.0,1896.0,0.45,0.1,-0.08,0.0,-0.04,-0.7,17.12,77.62,57.81,10.03,-1.67,1.03,7,2382
0,169730.0,41.0,14.0,1.0,2.0,1300.0,-0.64,0.12,0.24,-0.06,-0.07,-0.23,25.25,83.69,2.75,9.1,-0.33,1.2,7,2382
0,169951.0,31.0,16.0,0.0,0.0,1271.0,0.04,0.03,0.21,0.08,0.1,0.22,27.25,85.94,1.5,9.82,-0.24,0.85,7,2382
0,170170.0,31.0,11.0,0.0,0.0,1353.0,0.68,0.19,0.04,0.02,0.07,0.36,23.0,82.5,45.31,10.41,-0.71,0.94,7,2382
0,170385.0,26.0,9.0,0.0,1.0,2088.0,0.36,0.18,0.24,0.02,0.07,0.96,15.19,75.44,64.44,9.86,-2.04,1.3,7,2382
0,170601.0,27.0,0.0,0.0,2.0,2174.0,-0.58,0.41,0.39,0.04,0.07,1.31,1.37,62.44,74.87,8.05,-4.06,1.58,7,2382
0,170818.0,26.0,7.0,1.0,1.0,2354.0,-0.47,0.23,-0.15,-0.05,0.09,1.17,347.56,49.06,80.31,6.93,-6.09,0.91,7,2382
0,171035.0,26.0,7.0,1.0,1.0,2580.0,-0.56,0.16,0.12,-0.03,0.04,0.56,337.75,38.69,81.5,5.52,-7.43,1.24,7,2382
