class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
0,884120.0,25.0,5.0,1.0,0.0,2038.0,-0.57,0.4,0.0,0.0,0.06,0.95,332.25,60.69,71.37,7.97,-4.14,1.52,14,5268
0,884336.0,27.0,13.0,1.0,0.0,2215.0,-0.35,0.28,-0.48,-0.03,0.05,0.83,322.75,51.25,75.69,7.23,-5.66,1.3,14,5268
0,884551.0,31.0,12.0,0.0,2.0,1573.0,0.63,0.03,-0.18,0.02,0.03,0.73,313.25,41.69,77.94,7.15,-7.12,1.33,14,5268
0,884768.0,30.0,7.0,0.0,0.0,1693.0,1.02,0.27,0.07,0.01,0.02,0.86,304.87,33.06,78.56,6.31,-7.81,1.7,14,5268
0,884986.0,35.0,11.0,0.0,0.0,1838.0,0.5,0.08,-0.05,-0.02,0.02,0.95,293.56,21.5,79.37,4.09,-8.88,1.61,14,5268
0,885205.0,29.0,11.0,0.0,0.0,2773.0,-0.28,0.04,-0.17,-0.01,0.02,0.56,284.19,12.0,80.06,1.74,-9.35,1.58,14,5268
0,885423.0,29.0,17.0,1.0,0.0,1898.0,-0.29,0.17,-0.02,0.03,-0.07,-0.64,284.31,12.38,80.0,1.81,-9.25,1.63,14,5268
0,885638.0,28.0,17.0,0.0,0.0,1757.0,0.0,0.36,-0.11,0.08,0.15,-1.12,295.44,23.81,79.0,4.04,-8.35,1.48,14,5268
0,885856.0,30.0,12.0,2.0,0.0,1605.0,0.67,0.3,-0.49,0.13,0.01,-0.99,309.31,37.63,75.94,6.32,-7.19,1.57,14,5268
0,886077.0,26.0,11.0,0.0,3.0,2402.0,0.32,0.42,-0.31,0.11,0.01,-0.77,318.94,48.0,72.12,7.61,-5.81,1.68,14,5268
0,886299.0,35.0,17.0,1.0,0.0,1331.0,-0.54,0.5,-0.33,-0.0,0.01,-0.82,328.06,57.25,67.87,7.74,-4.33,1.65,14,5268
0,886523.0,29.0,17.0,0.0,1.0,1181.0,1.5,0.09,-0.08,0.01,-0.06,-0.83,338.25,66.62,59.75,10.51,-3.25,1.87,14,5268
0,886742.0,29.0,6.0,1.0,5.0,1101.0,0.77,0.19,-0.27,-0.11,-0.2,-0.14,345.12,72.75,52.19,10.15,-2.08,1.47,14,5268
0,886959.0,42.0,21.0,3.0,1.0,1119.0,0.69,0.42,-0.33,-0.04,0.09,0.42,344.81,72.81,57.25,9.8,-2.03,1.47,14,5268
0,887179.0,25.0,13.0,0.0,1.0,1886.0,0.54,0.51,-0.38,-0.1,-0.08,0.87,336.37,64.69,68.69,9.41,-3.39,1.13,14,5268
0,887397.0,21.0,1.0,0.0,1.0,2057.0,-0.25,0.5,-0.22,-0.08,-0.04,0.93,325.37,53.69,76.19,8.69,-5.36,1.18,14,5268
0,887614.0,27.0,10.0,2.0,2.0,2251.0,0.27,0.36,-0.07,-0.04,-0.03,0.84,315.0,43.06,79.5,6.92,-6.72,1.21,14,5268
0,887831.0,31.0,13.0,0.0,0.0,1661.0,0.55,0.33,-0.22,0.03,0.07,0.9,305.0,32.94,80.69,5.57,-7.87,1.27,14,5268
0,888047.0,31.0,11.0,1.0,0.0,1792.0,0.9,0.2,-0.02,0.05,0.06,0.93,294.56,22.37,81.0,4.63,-8.74,1.39,14,5268
0,888268.0,31.0,13.0,0.0,0.0,1929.0,0.56,0.04,0.15,0.05,0.01,0.66,284.37,12.13,80.81,2.21,-9.39,1.3,14,5268
0,888488.0,31.0,12.0,1.0,0.0,1989.0,-0.32,0.01,-0.1,0.01,0.01,0.11,278.81,6.62,80.69,0.81,-9.6,1.46,14,5268
0,888707.0,31.0,17.0,1.0,0.0,1861.0,-0.1,0.34,-0.18,0.04,-0.09,-1.22,287.06,15.31,80.25,2.48,-8.97,1.4,14,5268
0,888929.0,30.0,14.0,0.0,0.0,1695.0,1.26,0.24,-0.28,0.08,-0.05,-1.07,301.19,29.87,78.44,6.15,-8.08,1.42,14,5268
0,889147.0,38.0,19.0,0.0,0.0,1562.0,0.48,0.32,-0.13,0.04,0.03,-0.95,311.87,40.81,75.5,6.9,-6.85,1.72,14,5268
0,889370.0,29.0,21.0,0.0,1.0,1407.0,-0.66,0.38,-0.36,0.1,0.01,-0.83,322.5,51.44,71.81,8.03,-5.45,1.7,14,5268
