class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
6,382029.0,33.0,17.0,0.0,0.0,1886.0,-1.07,0.12,-0.29,-0.07,-0.01,-0.77,0.25,30.94,80.25,3.82,-8.08,1.27,4,1620
6,382248.0,31.0,23.0,1.0,0.0,1748.0,-1.31,0.31,0.01,-0.02,0.04,-1.03,12.06,42.38,79.12,5.37,-6.72,1.37,4,1620
6,382466.0,31.0,17.0,1803.0,9.0,1578.0,-0.98,0.27,-0.55,0.09,0.15,-1.54,27.56,57.19,74.12,7.26,-4.82,0.89,4,1620
6,382681.0,26.0,8.0,2100.0,17.0,2021.0,-11.51,-1.57,-0.74,-0.2,-0.85,0.65,51.94,76.56,33.81,-1.95,-2.86,1.05,4,1620
6,382896.0,25.0,12.0,1213.0,4095.0,2056.0,-0.56,-0.39,0.13,-0.04,-0.06,0.02,55.56,80.69,35.19,9.64,-1.16,1.08,4,1620
6,383114.0,25.0,3017.0,0.0,2.0,2135.0,9.56,-0.03,2.51,-0.02,-1.37,3.34,42.31,72.31,82.75,18.9,-2.98,2.89,4,1620
6,383329.0,27.0,3491.0,0.0,1.0,2237.0,-1.3,-0.64,0.75,-0.03,0.03,0.49,14.13,45.25,85.06,5.66,-7.51,1.33,4,1620
6,383547.0,26.0,2419.0,0.0,1.0,2245.0,-0.19,-0.11,0.03,-0.15,-0.0,-0.14,15.44,45.25,86.69,6.79,-6.92,0.39,4,1620
6,383769.0,33.0,1881.0,1.0,1.0,1583.0,0.39,0.14,0.14,0.03,0.01,0.14,16.94,46.38,87.44,7.49,-6.6,0.43,4,1620
6,383986.0,87.0,712.0,1.0,1.0,1704.0,-0.38,0.31,0.03,0.04,0.06,0.76,9.19,38.88,86.5,5.77,-7.3,0.49,4,1620
6,384206.0,299.0,431.0,1.0,2.0,1837.0,-0.9,0.07,0.27,0.03,0.01,0.71,0.31,29.87,86.06,3.97,-8.4,0.85,4,1620
6,384426.0,31.0,265.0,2.0,1.0,1976.0,-0.83,-0.2,0.45,0.07,-0.03,0.72,350.81,20.62,85.5,2.62,-9.34,1.16,4,1620
