class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
1,66566.0,27.0,9.0,0.0,3.0,2762.0,-0.06,-0.01,0.09,-0.0,-0.01,-0.02,309.75,43.38,83.56,6.67,-7.09,0.88,11,3585
1,66783.0,27.0,10.0,1.0,1.0,2834.0,-0.05,-0.01,0.12,-0.01,0.01,0.01,310.0,43.69,83.69,6.71,-7.06,0.9,11,3585
1,67003.0,26.0,9.0,1.0,2.0,2863.0,0.0,-0.05,0.04,-0.02,0.02,-0.03,310.31,43.75,83.81,6.78,-7.09,0.8,11,3585
1,67218.0,23.0,8.0,0.0,2.0,2675.0,-0.51,0.0,0.07,-0.02,-0.03,-0.04,310.31,43.81,84.0,6.27,-7.04,0.8,11,3585
1,67441.0,26.0,10.0,1.0,2.0,2732.0,0.07,0.0,0.05,-0.05,-0.03,0.02,310.81,44.31,85.06,6.93,-6.98,0.65,11,3585
1,67659.0,24.0,9.0,1.0,2.0,2771.0,0.2,0.02,0.22,-0.02,-0.03,0.01,310.75,44.19,85.69,7.04,-6.98,0.74,11,3585
1,67873.0,57.0,19.0,3.0,2.0,1933.0,-0.06,-0.02,0.03,0.1,0.05,0.14,310.06,43.5,85.62,6.69,-7.11,0.57,11,3585
1,68088.0,25.0,11.0,2.0,1.0,2723.0,0.85,0.02,0.25,0.07,0.15,0.13,308.56,41.75,83.25,7.38,-7.24,1.13,11,3585
1,68308.0,37.0,19.0,3.0,1.0,2069.0,-0.06,0.02,0.11,0.02,-0.01,-0.02,307.56,40.63,81.81,6.32,-7.33,1.16,11,3585
1,68527.0,31.0,18.0,3.0,0.0,1972.0,0.14,0.02,0.11,-0.08,-0.17,-0.27,308.69,41.81,82.25,6.7,-7.2,1.08,11,3585
1,68746.0,27.0,10.0,1.0,2.0,2681.0,-0.09,0.03,0.18,-0.07,-0.06,-0.07,310.25,43.69,84.37,7.1,-7.0,0.74,11,3585
