class,time,fsr1,fsr2,fsr3,fsr4,angle,accx,accy,accz,gyro1,gyro2,gyro3,orient1,orient2,orient3,acc2x,acc2y,acc2z,participant,serialnumber
5,130843.0,27.0,9.0,1.0,1.0,1816.0,-0.69,-0.16,0.35,0.41,0.21,0.75,53.75,51.56,32.19,8.24,-3.11,5.58,2,951
5,131056.0,27.0,11.0,0.0,1.0,1878.0,-0.88,-0.2,0.41,0.43,0.12,0.88,42.5,45.06,35.13,6.05,-4.19,6.07,2,951
5,131272.0,35.0,18.0,0.0,9.0,1749.0,-0.25,0.22,0.1,0.15,0.09,0.86,31.31,38.44,38.63,5.79,-4.61,6.11,2,951
5,131489.0,28.0,9.0,0.0,0.0,2208.0,0.62,0.35,0.7,-0.16,0.03,0.81,21.12,30.87,43.56,5.65,-5.44,6.79,2,951
5,131704.0,25.0,8.0,0.0,1.0,2285.0,0.08,0.27,0.32,-0.59,0.23,0.75,13.81,23.0,50.75,3.85,-6.78,5.99,2,951
5,131918.0,25.0,7.0,1.0,0.0,2489.0,-1.18,0.0,-0.07,-0.81,0.37,0.46,10.0,14.06,60.5,1.21,-8.27,4.6,2,951
5,132138.0,24.0,7.0,1.0,1.0,2347.0,-0.34,0.18,0.25,-0.87,0.36,-0.28,13.13,13.06,69.25,1.87,-8.74,3.63,2,951
5,132360.0,1635.0,7.0,8.0,3.0,2156.0,0.08,-0.03,0.18,-0.5,0.25,-0.53,24.0,18.31,77.06,1.71,-8.93,1.81,2,951
5,132580.0,1948.0,9.0,9.0,5.0,2077.0,0.45,0.0,0.08,-0.35,0.1,-1.03,37.06,27.87,80.56,3.77,-8.34,1.03,2,951
5,132800.0,361.0,19.0,2.0,1.0,1583.0,0.35,0.02,-0.31,-0.03,0.05,-1.33,53.44,42.06,80.75,6.92,-7.15,0.85,2,951
5,133015.0,25.0,8.0,0.0,0.0,1908.0,0.12,0.01,-0.26,0.55,0.36,-1.05,66.37,55.06,71.25,8.21,-5.2,1.59,2,951
5,133232.0,31.0,18.0,1.0,0.0,1309.0,0.19,-0.09,0.19,0.26,0.04,-0.52,74.56,64.06,54.0,9.03,-3.52,2.72,2,951
5,133450.0,31.0,17.0,0.0,1.0,1276.0,1.12,-0.54,-0.53,0.46,0.36,0.11,75.87,67.25,46.38,10.17,-3.28,2.07,2,951
5,133666.0,27.0,13.0,1.0,1.0,1688.0,0.35,-0.26,-0.28,0.53,0.29,0.62,67.44,61.19,42.13,8.92,-3.46,3.25,2,951
5,133882.0,31.0,9.0,1.0,1.0,1885.0,-1.18,-0.35,-0.09,0.61,0.26,0.66,56.63,53.5,39.81,7.71,-3.86,4.87,2,951
5,134105.0,22.0,13.0,0.0,0.0,1974.0,-0.69,-0.26,0.22,0.46,0.12,1.0,44.25,45.69,40.38,7.69,-4.31,5.46,2,951
5,134321.0,29.0,8.0,0.0,1.0,2101.0,-0.49,0.04,0.21,0.1,0.08,1.07,30.69,36.69,44.75,5.96,-5.51,5.67,2,951
5,134540.0,27.0,8.0,0.0,1.0,2246.0,-0.18,0.24,0.27,-0.21,0.1,1.05,18.19,26.44,50.38,4.18,-6.51,5.87,2,951
5,134760.0,26.0,5.0,0.0,2.0,2385.0,-0.44,0.31,0.29,-0.58,0.31,0.82,9.19,16.0,57.56,2.26,-7.64,5.34,2,951
5,134982.0,30.0,19.0,0.0,0.0,2080.0,-0.42,0.15,0.0,-0.78,-0.02,0.08,6.69,9.19,66.37,1.82,-8.77,4.04,2,951
5,135204.0,675.0,11.0,1.0,0.0,2335.0,-0.07,0.2,0.39,-0.8,0.32,-0.48,13.44,10.31,75.19,1.68,-9.12,2.85,2,951
